campaign_id,campaign_name,product,audience_segment,region,channel,launch_date,end_date,spend_amount,impressions,clicks,conversions,ctr,conversion_rate,revenue_generated,roi,campaign_status,campaign_objective,target_audience_size,actual_reach
CMP18284,Q2 Forex Card Fest,Forex Card,SMB Owners,Hyderabad,SMS,2025-04-22,2025-05-09,4047948,56671272,2388523,428842,4.21,17.95,12506748088,3088.65,Active,Cross-sell,2220656,1306463
CMP18285,Home Loan EMI Special,Prepaid Card,Senior Citizens,Hyderabad,Call Center,2023-01-19,2023-03-04,210048,1470336,112801,27148,7.67,24.07,1158133680,5512.66,Cancelled,Upsell,1101776,846468
CMP18286,November Health Insurance Bonanza,Credit Card,HNI Customers,Chennai,WhatsApp,2026-03-16,2026-05-17,1531149,16842639,2276383,467407,13.52,20.53,6701681566,4375.9,Cancelled,Acquisition,3800417,2358906
CMP18287,Low-Balance Exclusive Life Insurance,Credit Card Upgrade,Existing Loan Customers,Chandigarh,WhatsApp,2025-04-20,2025-06-24,3883794,23302764,1858021,356434,7.97,19.18,14857594856,3824.54,Cancelled,Cross-sell,1355285,2110930
CMP18288,Instant NRI Account Promo,Life Insurance,Low-Balance Customers,Coimbatore,WhatsApp,2024-07-06,2024-08-02,2172883,19555947,429277,49801,2.2,11.6,2221523008,1021.39,Scheduled,Acquisition,2614565,190842
CMP18289,Instant Mutual Fund Promo,EMI Card,Women Professionals,Hyderabad,WhatsApp,2024-08-31,2024-10-03,2773868,38834152,1152235,58344,2.97,5.06,554968128,199.07,Active,Acquisition,4058175,428014
CMP18290,Winter Gold Loan Fest,Savings Account,Low-Balance Customers,Kolkata,WhatsApp,2023-02-01,2023-04-17,151873,1670603,148965,20247,8.92,13.59,1004433423,6612.64,Completed,Acquisition,209792,2873416
CMP18291,Fixed Deposit Special Offer,Health Insurance,Existing Loan Customers,Kochi,WhatsApp,2024-10-20,2024-12-16,2215421,28800473,4372731,442952,15.18,10.13,16272284672,7344.01,Completed,Re-engagement,183865,211341
CMP18292,July EMI Card Bonanza,Prepaid Card,High-Value Transactors,Indore,SMS,2026-03-05,2026-03-16,2047037,26611481,1985720,290164,7.46,14.61,8015200172,3914.51,Active,Brand Awareness,3149961,1281658
CMP18293,Limited Period Senior Citizen FD,Health Insurance,Senior Citizens,Coimbatore,SMS,2025-05-30,2025-07-05,816380,2449140,46727,8513,1.91,18.22,144099551,175.51,Scheduled,Acquisition,3245857,533567
CMP18294,Pre-Approved Fixed Deposit Drive,Business Loan,Dormant Account Holders,North India,Call Center,2026-03-18,2026-04-10,3731165,18655825,650769,70200,3.49,10.79,2499049800,668.78,Scheduled,Cross-sell,960905,327452
CMP18295,Pre-Approved Senior Citizen FD Drive,Business Loan,Premium Card Holders,Kolkata,WhatsApp,2025-11-12,2026-01-13,498184,3985472,497329,74246,12.48,14.93,3598480882,7222.2,Cancelled,Re-engagement,4267779,2689645
CMP18296,Exclusive Gold Loan Deal,Forex Card,HNI Customers,Jaipur,WhatsApp,2025-06-03,2025-07-18,3384655,40615860,5457005,393289,13.44,7.21,7591264278,2241.85,Cancelled,Cross-sell,3654469,146149
CMP18297,Year-End Savings Account Fest,NRI Account,Salaried Millennials,Lucknow,Email,2025-12-21,2026-03-07,382563,2677941,213854,39517,7.99,18.48,830449755,2169.75,Scheduled,Retention,4800744,2105010
CMP18298,Credit Card Zero Cost,EMI Card,Retired Professionals,Delhi NCR,Call Center,2026-03-30,2026-04-14,3463103,45020339,3721580,845231,8.27,22.71,11146906428,3217.76,Scheduled,Acquisition,586188,2520474
CMP18299,Premium Car Loan Upgrade,Current Account,Low-Balance Customers,Bangalore,WhatsApp,2024-09-11,2024-12-09,1049229,7344603,171629,21309,2.34,12.42,229881492,218.1,Completed,Brand Awareness,911177,2358880
CMP18300,Premium Forex Card Upgrade,Gold Loan,SMB Owners,Kolkata,Call Center,2025-10-24,2025-11-22,3612528,32512752,3316160,504111,10.2,15.2,17946351600,4966.81,Cancelled,Acquisition,1364306,2566862
CMP18301,Personal Loan Zero Cost,Personal Loan,Self-Employed,Indore,Call Center,2026-03-25,2026-04-30,2020293,20202930,1975218,236615,9.78,11.98,2504569775,1238.71,Cancelled,Acquisition,1786479,2366031
CMP18302,Credit Card Upgrade Special Offer,Forex Card,Retired Professionals,Kolkata,WhatsApp,2026-01-06,2026-03-11,2496898,29962776,1643706,274357,5.49,16.69,11805856067,4727.21,Completed,Retention,2871995,2294277
CMP18303,Premium Fixed Deposit Upgrade,Fixed Deposit,Students,Lucknow,Push Notification,2025-04-10,2025-05-12,2456766,7370298,658986,35816,8.94,5.44,1069752288,434.43,Cancelled,Re-engagement,4721316,84861
CMP18304,Premium Gold Loan Upgrade,Mutual Fund,Healthcare Workers,West India,Call Center,2026-01-05,2026-02-12,639808,4478656,168217,30022,3.76,17.85,429134468,669.72,Scheduled,Brand Awareness,3406837,1368704
CMP18305,Salaried Exclusive Credit Card Upgrade,Prepaid Card,NRI Customers,North India,Push Notification,2024-09-08,2024-11-26,4831282,33818974,650496,54979,1.92,8.45,737708222,151.69,Scheduled,Brand Awareness,3895950,1177636
CMP18306,Navratri Fixed Deposit Offer,Car Loan,Retired Professionals,North India,WhatsApp,2024-11-28,2024-12-23,4806307,67288298,3159531,668109,4.7,21.15,24084661341,5010.05,Paused,Retention,4803876,1300795
CMP18307,Pre-Approved Business Loan Drive,Health Insurance,Dormant Account Holders,South India,SMS,2023-09-24,2023-10-23,125271,1377981,39537,7184,2.87,18.17,194607376,1552.49,Paused,Brand Awareness,2171440,757380
CMP18308,Existing Exclusive Home Loan,Home Loan,First-Time Borrowers,Pune,WhatsApp,2024-02-05,2024-05-02,3791281,34121529,2238461,534060,6.56,23.86,9033090840,2381.6,Scheduled,Upsell,376399,336861
CMP18309,Fixed Deposit Special Offer,Fixed Deposit,Retired Professionals,West India,Email,2025-01-31,2025-02-17,4099338,57390732,3382448,740629,5.89,21.9,6699729934,1633.34,Completed,Re-engagement,2740119,1813821
CMP18310,New Year Fixed Deposit Offer,Savings Account,Self-Employed,Delhi NCR,Email,2023-10-26,2023-12-31,1091169,3273507,223896,33452,6.84,14.94,948999788,868.71,Scheduled,Cross-sell,4667847,2804081
CMP18311,Students Exclusive Prepaid Card,Mutual Fund,Students,North India,Call Center,2025-08-22,2025-11-16,2775245,33302940,2166661,413551,6.51,19.09,7773104596,2799.87,Cancelled,Retention,3352930,2904176
CMP18312,Exclusive Business Loan Deal,Fixed Deposit,SMB Owners,Jaipur,WhatsApp,2024-10-25,2024-11-10,2101855,21018550,1186435,289078,5.64,24.37,13889619744,6607.27,Cancelled,Upsell,754806,2466668
CMP18313,Demat Account EMI Special,Credit Card Upgrade,High-Value Transactors,Lucknow,Call Center,2023-11-01,2023-12-23,107042,535210,9667,1284,1.81,13.28,9909912,91.58,Cancelled,Acquisition,3411412,2520126
CMP18314,Students Exclusive Gold Loan,Health Insurance,High-Value Transactors,Jaipur,WhatsApp,2024-08-02,2024-08-28,1026512,9238608,943228,82326,10.21,8.73,1663643808,1619.68,Cancelled,Cross-sell,2781256,2858508
CMP18315,EMI Card Zero Cost,Business Loan,First-Time Borrowers,Delhi NCR,WhatsApp,2025-01-26,2025-04-10,4409144,44091440,3241566,335819,7.35,10.36,16501809841,3741.63,Paused,Brand Awareness,2796593,2627861
CMP18316,Exclusive Education Loan Deal,Gold Loan,Healthcare Workers,Kolkata,Email,2025-09-26,2025-10-03,3252672,32526720,1507957,341398,4.64,22.64,11320074884,3479.24,Scheduled,Re-engagement,1243980,1786658
CMP18317,Fixed Deposit Flash Sale,Mutual Fund,HNI Customers,Kochi,SMS,2023-02-24,2023-03-16,4100248,20501240,1847663,178282,9.01,9.65,7671831024,1870.07,Active,Acquisition,652739,1713641
CMP18318,Premium Demat Account Upgrade,Savings Account,Dormant Account Holders,Jaipur,Push Notification,2024-09-14,2024-10-04,1692287,11846009,1106512,122776,9.34,11.1,4267448208,2520.7,Paused,Upsell,2924602,1203275
CMP18319,HNI Exclusive Personal Loan,Demat Account,Salaried Millennials,Chennai,Call Center,2025-08-22,2025-09-17,1332240,10657920,1119778,238547,10.51,21.3,11235086606,8432.23,Active,Upsell,1222886,1182406
CMP18320,Limited Period Current Account,Current Account,Government Employees,Delhi NCR,Email,2023-06-24,2023-07-06,524546,2098184,140522,26288,6.7,18.71,1270236160,2420.59,Scheduled,Retention,2255766,11663
CMP18321,August Education Loan Bonanza,Forex Card,Premium Card Holders,Delhi NCR,SMS,2024-10-14,2025-01-08,3112368,31123680,760526,98851,2.44,13.0,647869454,207.16,Active,Cross-sell,3900776,982244
CMP18322,Limited Period Health Insurance,Gold Loan,Retired Professionals,West India,Email,2023-02-27,2023-04-04,1761058,22893754,2017014,270238,8.81,13.4,6490306046,3684.46,Paused,Re-engagement,408509,1725918
CMP18323,Limited Period Life Insurance,Forex Card,Salaried Gen-Z,Pune,WhatsApp,2023-03-25,2023-04-16,2019250,16154000,769400,191233,4.76,24.85,3385589032,1675.66,Scheduled,Upsell,3109249,735576
CMP18324,Hyderabad Mutual Fund Push,Forex Card,Healthcare Workers,Mumbai,Push Notification,2024-02-07,2024-04-14,1138348,4553392,279255,45042,6.13,16.13,1824381168,1601.66,Paused,Upsell,4822473,74595
CMP18325,Diwali Fixed Deposit Offer,Life Insurance,Senior Citizens,Lucknow,WhatsApp,2023-12-02,2024-02-19,4729070,33103490,939232,82636,2.84,8.8,2135810056,450.63,Active,Re-engagement,2164514,264770
CMP18326,First-Time Exclusive Education Loan,Prepaid Card,NRI Customers,Nagpur,Push Notification,2025-03-18,2025-05-09,1772777,12409439,1261511,282316,10.17,22.38,7779499696,4387.31,Completed,Cross-sell,1925071,2336267
CMP18327,Pongal EMI Card Offer,Home Loan,Healthcare Workers,Mumbai,WhatsApp,2025-06-04,2025-07-05,2910055,34920660,1281270,229771,3.67,17.93,6654627702,2285.77,Paused,Cross-sell,3524008,2364379
CMP18328,August Current Account Bonanza,Senior Citizen FD,Students,Kolkata,SMS,2025-02-15,2025-04-05,775333,7753330,723784,69462,9.34,9.6,3349596564,4319.2,Paused,Retention,1986531,1495055
CMP18329,October Business Loan Bonanza,Health Insurance,Students,Bangalore,Push Notification,2025-07-28,2025-10-18,3124823,18748938,1982591,330810,10.57,16.69,11234307600,3594.18,Completed,Re-engagement,583548,1093234
CMP18330,Senior Exclusive Prepaid Card,Mutual Fund,HNI Customers,Indore,Email,2023-05-25,2023-06-04,4618059,27708354,1767271,229510,6.38,12.99,6208704520,1343.44,Paused,Cross-sell,831113,2564800
CMP18331,Exclusive Demat Account Deal,Senior Citizen FD,Self-Employed,Chandigarh,WhatsApp,2024-09-17,2024-12-01,2988720,11954880,1447810,88206,12.11,6.09,3081917640,1030.18,Paused,Retention,4451610,394555
CMP18332,Dormant Mutual Fund Campaign,Car Loan,NRI Customers,Chennai,SMS,2025-02-18,2025-02-25,3894719,54526066,3709706,516064,6.8,13.91,21828991136,5603.77,Cancelled,Upsell,4571089,2235303
CMP18333,Instant EMI Card Promo,Forex Card,IT Professionals,Coimbatore,Call Center,2025-07-29,2025-09-11,4256403,42564030,4227584,220906,9.93,5.23,8524762540,2001.81,Completed,Cross-sell,695444,1677479
CMP18334,Holi Business Loan Offer,Life Insurance,Senior Citizens,South India,WhatsApp,2023-12-03,2024-01-06,3171266,44397724,3482619,359648,7.84,10.33,11130026656,3508.65,Scheduled,Upsell,3066052,786963
CMP18335,August Personal Loan Bonanza,EMI Card,First-Time Borrowers,Chandigarh,Push Notification,2023-03-30,2023-06-26,2295568,13773408,1343043,177450,9.75,13.21,2049902400,891.98,Cancelled,Retention,1333991,803629
CMP18336,Current Account Special Offer,Education Loan,High-Value Transactors,Delhi NCR,Push Notification,2026-04-06,2026-05-19,2993518,11974072,761047,117778,6.36,15.48,1447609398,482.58,Completed,Retention,78434,1643619
CMP18337,Dormant Mutual Fund Campaign,Health Insurance,High-Value Transactors,Pan India,SMS,2025-11-16,2026-01-04,1308901,5235604,506446,99637,9.67,19.67,4032010479,3079.45,Completed,Acquisition,4591814,1155907
CMP18338,September Personal Loan Bonanza,Current Account,Low-Balance Customers,Bangalore,Push Notification,2023-11-27,2023-12-07,4687068,28122408,1858021,140037,6.61,7.54,1915146012,407.6,Scheduled,Upsell,3444137,2695264
CMP18339,Exclusive Credit Card Upgrade Deal,Gold Loan,Dormant Account Holders,Coimbatore,Push Notification,2024-05-22,2024-06-29,1383143,9682001,615533,63336,6.36,10.29,2865763992,2070.92,Active,Retention,32167,2566736
CMP18340,IT Health Insurance Campaign,Savings Account,Students,Lucknow,Email,2024-09-05,2024-10-15,4411113,61755582,6017003,800356,9.74,13.3,24886269464,5640.72,Cancelled,Cross-sell,1326833,1612237
CMP18341,Pre-Approved Mutual Fund Drive,Business Loan,NRI Customers,Coimbatore,Call Center,2024-07-17,2024-09-03,1538173,12305384,1246112,214697,10.13,17.23,6828008691,4438.04,Active,Cross-sell,4410245,1367327
CMP18342,Credit Card Zero Cost,Forex Card,SMB Owners,Hyderabad,SMS,2023-09-10,2023-11-29,2951256,23610048,1469445,236076,6.22,16.07,9360177324,3170.59,Scheduled,Upsell,4839760,1648134
CMP18343,Monsoon Car Loan Fest,Forex Card,First-Time Borrowers,Coimbatore,Email,2023-05-27,2023-06-17,4594176,45941760,1556450,300391,3.39,19.3,5391117277,1172.47,Completed,Upsell,2920196,374602
CMP18344,Retired Exclusive Home Loan,Credit Card Upgrade,IT Professionals,East India,Push Notification,2024-04-13,2024-07-04,3219674,9659022,619284,41546,6.41,6.71,1474716816,457.03,Completed,Re-engagement,906856,886634
CMP18345,Instant Senior Citizen FD Promo,Personal Loan,First-Time Borrowers,Ahmedabad,Call Center,2023-05-09,2023-05-22,1021639,3064917,357515,86114,11.66,24.09,493174878,481.73,Scheduled,Retention,525159,91767
CMP18346,Car Loan Flash Sale,Business Loan,NRI Customers,Bangalore,WhatsApp,2025-12-01,2026-01-17,3306814,26454512,3234926,657535,12.23,20.33,19601775885,5926.69,Paused,Brand Awareness,28116,2151000
CMP18347,Exclusive Gold Loan Deal,Fixed Deposit,Mass Affluent,East India,WhatsApp,2026-03-15,2026-04-27,2101428,18912852,2462901,509481,13.02,20.69,5913036486,2812.82,Active,Brand Awareness,1661423,893506
CMP18348,Dormant Savings Account Campaign,Prepaid Card,Existing Loan Customers,North India,SMS,2026-04-22,2026-06-26,4096483,20482415,321157,60491,1.57,18.84,1317614962,320.65,Completed,Acquisition,2588436,1059490
CMP18349,Instant Gold Loan Promo,Current Account,IT Professionals,Indore,SMS,2024-09-12,2024-11-10,854022,9394242,512046,95275,5.45,18.61,3850158025,4507.27,Scheduled,Brand Awareness,3837367,1682147
CMP18350,Mutual Fund EMI Special,Current Account,Premium Card Holders,Hyderabad,Email,2026-04-08,2026-05-17,2822791,16936746,1403975,145439,8.29,10.36,4081600096,1444.94,Completed,Cross-sell,3364569,1263405
CMP18351,Retired Exclusive Health Insurance,Current Account,Retired Professionals,South India,Call Center,2024-10-08,2024-12-09,428588,3857292,394035,47199,10.22,11.98,1021999947,2383.57,Cancelled,Acquisition,1500018,1820806
CMP18352,NRI Exclusive Business Loan,Current Account,SMB Owners,Pan India,WhatsApp,2026-04-04,2026-04-17,721672,5051704,132485,10777,2.62,8.13,155091807,213.91,Active,Re-engagement,3317776,2748578
CMP18353,Prepaid Card Zero Cost,Demat Account,Healthcare Workers,Hyderabad,SMS,2023-05-12,2023-07-07,2670286,8010858,711605,168087,8.88,23.62,5016556515,1877.66,Paused,Retention,555386,1636829
CMP18354,Pre-Approved NRI Account Drive,Prepaid Card,Salaried Gen-Z,Mumbai,Call Center,2023-04-30,2023-07-26,4226897,50722764,3681564,865958,7.26,23.52,13826751386,3270.14,Completed,Re-engagement,753570,1876339
CMP18355,Savings Account Zero Cost,Savings Account,Premium Card Holders,North India,WhatsApp,2025-12-11,2025-12-24,1384299,20764485,964164,162675,4.64,16.87,910003950,656.38,Cancelled,Retention,2182486,2765610
CMP18356,Pre-Approved NRI Account Drive,Current Account,Women Professionals,West India,Email,2023-12-19,2024-02-16,2078675,22865425,1104669,88667,4.83,8.03,3893279303,1871.96,Completed,Acquisition,2383846,597354
CMP18357,Credit Card EMI Special,Credit Card Upgrade,Existing Loan Customers,Chandigarh,WhatsApp,2024-11-17,2025-01-26,3567343,39240773,2275312,562763,5.8,24.73,11908065080,3337.08,Scheduled,Brand Awareness,1751811,890945
CMP18358,Instant Credit Card Upgrade Promo,Personal Loan,Low-Balance Customers,Coimbatore,Push Notification,2024-05-08,2024-06-06,3647771,43773252,3096528,752793,7.07,24.31,7817755305,2142.16,Scheduled,Re-engagement,4556895,2685274
CMP18359,High-Value Exclusive Demat Account,Forex Card,First-Time Borrowers,Lucknow,SMS,2024-11-17,2025-02-07,2752497,30277467,525706,65018,1.74,12.37,3057861558,1109.94,Active,Cross-sell,2022758,1440609
CMP18360,Pre-Approved Current Account Drive,Mutual Fund,Women Professionals,Pan India,Call Center,2024-06-23,2024-08-18,3971491,43686401,1382512,209252,3.16,15.14,7726211596,1944.42,Active,Upsell,2406985,1348302
CMP18361,Car Loan Flash Sale,Education Loan,Retired Professionals,Kolkata,SMS,2024-11-16,2024-12-11,2508517,12542585,1069667,233384,8.53,21.82,5156619480,2054.64,Cancelled,Upsell,2990716,910350
CMP18362,Forex Card Zero Cost,EMI Card,SMB Owners,North India,Call Center,2024-11-20,2024-12-04,2250566,20255094,585846,133897,2.89,22.86,6480614800,2878.55,Cancelled,Brand Awareness,1032586,629905
CMP18363,Gold Loan Flash Sale,Mutual Fund,Dormant Account Holders,Hyderabad,Push Notification,2024-06-29,2024-07-31,717208,4303248,170006,17037,3.95,10.02,150828561,209.3,Cancelled,Re-engagement,4561995,462326
CMP18364,Delhi NCR Demat Account Push,Senior Citizen FD,High-Value Transactors,South India,Call Center,2024-11-18,2025-02-06,1976525,7906100,494952,85036,6.26,17.18,1789327512,904.29,Cancelled,Cross-sell,2288815,683416
CMP18365,Education Loan Zero Cost,Credit Card,Women Professionals,East India,Push Notification,2023-07-23,2023-10-09,2839551,19876857,1377420,243263,6.93,17.66,9284862184,3268.83,Active,Retention,4038698,1602080
CMP18366,Retired Prepaid Card Campaign,Credit Card Upgrade,Government Employees,Coimbatore,SMS,2023-05-03,2023-06-30,3477847,31300623,2532290,196209,8.09,7.75,1103675625,316.34,Completed,Acquisition,368871,2886711
CMP18367,Limited Period Forex Card,Fixed Deposit,First-Time Borrowers,North India,Email,2024-12-09,2025-03-01,4134848,20674240,1281180,193008,6.2,15.06,5279926848,1275.93,Active,Acquisition,2077639,1033239
CMP18368,Festive Credit Card Upgrade Fest,Home Loan,Salaried Millennials,Jaipur,Email,2025-04-04,2025-06-09,256688,2823568,276528,42979,9.79,15.54,1666080935,6489.68,Completed,Cross-sell,2833633,2040823
CMP18369,March Mutual Fund Bonanza,Business Loan,Premium Card Holders,Ahmedabad,Email,2023-07-28,2023-09-11,3774155,26419085,2111581,185102,7.99,8.77,7266549214,1924.34,Cancelled,Re-engagement,257803,1261430
CMP18370,Savings Account Zero Cost,Business Loan,Self-Employed,North India,Email,2025-07-22,2025-08-08,4686167,65606338,1763201,155600,2.69,8.82,7602304800,1621.29,Paused,Re-engagement,3983810,1705827
CMP18371,Prepaid Card EMI Special,Savings Account,Dormant Account Holders,Mumbai,Call Center,2024-10-05,2024-11-25,1435568,5742272,180392,16003,3.14,8.87,541829574,376.43,Completed,Re-engagement,3351527,1270750
CMP18372,June Education Loan Bonanza,Savings Account,Salaried Gen-Z,Jaipur,Email,2024-01-18,2024-02-04,735503,2942012,179134,26336,6.09,14.7,1024891776,1392.46,Paused,Cross-sell,922218,2845248
CMP18373,Navratri Savings Account Offer,Business Loan,NRI Customers,South India,Push Notification,2024-08-08,2024-10-08,1185359,8297513,470248,44499,5.67,9.46,962068380,810.63,Active,Re-engagement,2113599,2867284
CMP18374,SMB Exclusive EMI Card,Credit Card,NRI Customers,Bangalore,WhatsApp,2023-01-25,2023-03-30,662423,3312115,400745,91794,12.1,22.91,4325516868,6528.84,Paused,Brand Awareness,2661794,326991
CMP18375,Bangalore Personal Loan Push,Fixed Deposit,Mass Affluent,Chennai,Call Center,2025-02-01,2025-04-12,2972300,29723000,2258276,390818,7.6,17.31,14584155306,4905.69,Scheduled,Re-engagement,3334187,1585838
CMP18376,Current Account Special Offer,Life Insurance,Women Professionals,Chandigarh,SMS,2024-10-01,2024-10-23,4784330,47843300,2267335,335057,4.74,14.78,8259155050,1725.29,Paused,Cross-sell,936240,1714573
CMP18377,NRI Account EMI Special,Forex Card,Premium Card Holders,North India,Email,2025-03-29,2025-06-22,853984,6831872,224972,30436,3.29,13.53,1305795708,1528.06,Active,Cross-sell,654421,1297700
CMP18378,Car Loan Flash Sale,Personal Loan,Retired Professionals,Coimbatore,Call Center,2025-12-12,2025-12-31,4683843,37470744,1454535,286091,3.88,19.67,3328096603,709.55,Active,Acquisition,1488492,1542856
CMP18379,Instant Savings Account Promo,Fixed Deposit,Low-Balance Customers,North India,Call Center,2026-04-17,2026-07-15,3668387,55025805,4150464,652658,7.54,15.72,5460789486,1487.61,Active,Re-engagement,230033,2592940
CMP18380,Year-End Forex Card Fest,Forex Card,High-Value Transactors,Nagpur,SMS,2024-10-05,2024-10-26,166293,2328102,117666,24542,5.05,20.86,421926064,2536.24,Active,Brand Awareness,3467238,2570712
CMP18381,Salaried Savings Account Campaign,Health Insurance,Dormant Account Holders,North India,Call Center,2025-06-09,2025-07-21,4807070,28842420,1992070,173415,6.91,8.71,1792937685,371.98,Cancelled,Cross-sell,4591729,1297269
CMP18382,Limited Period Savings Account,Gold Loan,Existing Loan Customers,East India,SMS,2023-09-16,2023-12-13,270698,3248376,90899,13297,2.8,14.63,165494462,610.36,Cancelled,Re-engagement,968615,1636247
CMP18383,Instant Education Loan Promo,Education Loan,Mass Affluent,Delhi NCR,Email,2023-09-17,2023-10-23,2668480,18679360,1580370,102386,8.46,6.48,1623534802,607.41,Completed,Retention,2040660,1005437
CMP18384,Premium Car Loan Upgrade,Demat Account,Women Professionals,Mumbai,Email,2025-04-28,2025-05-21,4423842,66357630,6935471,980181,10.45,14.13,22556905353,5097.94,Completed,Acquisition,3788427,45962
CMP18385,Mass Exclusive Personal Loan,EMI Card,IT Professionals,Chennai,SMS,2025-11-25,2026-01-24,2126744,29774416,1065063,99110,3.58,9.31,3457254130,1624.61,Cancelled,Acquisition,392873,2451089
CMP18386,IT Savings Account Campaign,Current Account,Self-Employed,Mumbai,Email,2026-01-25,2026-03-05,4346394,56503122,3763616,311955,6.66,8.29,3422146350,786.35,Active,Acquisition,4482861,2125126
CMP18387,Premium Exclusive Home Loan,Gold Loan,NRI Customers,Coimbatore,SMS,2023-04-12,2023-06-16,3190866,22336062,2229492,249128,9.98,11.17,8623067464,2701.42,Completed,Upsell,4375975,2962783
CMP18388,Business Loan EMI Special,Current Account,Retired Professionals,Chandigarh,Email,2025-11-22,2025-12-23,3478977,13915908,695661,67207,5.0,9.66,2897965840,831.99,Paused,Upsell,4378227,396198
CMP18389,Bangalore NRI Account Push,Gold Loan,SMB Owners,West India,WhatsApp,2024-02-09,2024-04-07,3012213,9036639,910204,184483,10.07,20.27,2214902898,734.31,Cancelled,Cross-sell,1258465,1517439
CMP18390,Mutual Fund Zero Cost,Demat Account,Women Professionals,Mumbai,WhatsApp,2024-03-08,2024-05-08,2417476,36262140,1153560,73002,3.18,6.33,3243551862,1340.71,Active,Brand Awareness,2923597,2111506
CMP18391,Current Account Flash Sale,Mutual Fund,Mass Affluent,Kolkata,Email,2023-03-12,2023-03-24,2710509,21684072,1705052,95128,7.86,5.58,4406519216,1624.72,Completed,Acquisition,3572562,2737210
CMP18392,Retired Exclusive Senior Citizen FD,Life Insurance,Salaried Millennials,Kochi,Call Center,2023-03-09,2023-03-24,2559900,30718800,749886,154709,2.44,20.63,2750880729,1073.6,Completed,Retention,1061915,1802072
CMP18393,Limited Period Health Insurance,Demat Account,Senior Citizens,Lucknow,WhatsApp,2024-05-08,2024-06-07,4210245,50522940,7600450,417345,15.04,5.49,11100124965,2635.46,Scheduled,Retention,2692576,2624215
CMP18394,Premium Mutual Fund Upgrade,Prepaid Card,Senior Citizens,Bangalore,SMS,2025-07-09,2025-08-09,2193262,26319144,2016648,173152,7.66,8.59,8488603648,3869.31,Active,Acquisition,3054666,2524008
CMP18395,Mass Demat Account Campaign,Mutual Fund,Low-Balance Customers,Coimbatore,Call Center,2026-04-29,2026-06-08,2014762,26191906,2560436,521462,9.78,20.37,18448282636,9155.56,Paused,Brand Awareness,24128,1248293
CMP18396,Independence Day Credit Card Offer,Savings Account,Dormant Account Holders,East India,SMS,2023-07-22,2023-10-01,2274466,13646796,1031579,71432,7.56,6.92,3194939064,1403.7,Completed,Re-engagement,887881,1651447
CMP18397,Festive Health Insurance Fest,Home Loan,Women Professionals,Chennai,SMS,2023-10-29,2023-12-01,1852714,7410856,484546,43839,6.54,9.05,2187960651,1179.95,Completed,Re-engagement,1335606,1471188
CMP18398,Exclusive Personal Loan Deal,Fixed Deposit,Mass Affluent,North India,Email,2024-09-03,2024-12-02,1260567,3781701,235376,20735,6.22,8.81,711169030,563.17,Paused,Re-engagement,2690633,1711559
CMP18399,Pre-Approved Savings Account Drive,Health Insurance,Salaried Gen-Z,Mumbai,Email,2023-10-12,2024-01-10,594454,7133448,749933,136920,10.51,18.26,5660272800,9520.8,Completed,Re-engagement,2446261,815012
CMP18400,Instant Savings Account Promo,NRI Account,SMB Owners,Jaipur,Email,2024-06-01,2024-06-22,3980449,59706735,6894202,1645770,11.55,23.87,59491293960,14944.88,Cancelled,Acquisition,11416,787033
CMP18401,Dormant Home Loan Campaign,Health Insurance,First-Time Borrowers,Kochi,Email,2025-12-02,2026-01-20,1324972,7949832,535809,130988,6.74,24.45,871463164,656.72,Completed,Retention,3318290,2962358
CMP18402,Salaried Exclusive Health Insurance,Current Account,IT Professionals,Pune,Push Notification,2024-02-15,2024-04-06,3015712,33172832,3742266,907051,11.28,24.24,15505129794,5140.45,Scheduled,Re-engagement,2807702,1018030
CMP18403,Instant Personal Loan Promo,Health Insurance,IT Professionals,Nagpur,Email,2025-05-24,2025-07-14,3838855,46066260,3512550,360736,7.62,10.27,16628847392,4330.72,Scheduled,Cross-sell,3146958,136655
CMP18404,Credit Card Zero Cost,Personal Loan,Retired Professionals,Chandigarh,Call Center,2023-07-09,2023-09-24,4372100,30604700,2189164,317477,7.15,14.5,13268951215,3033.91,Paused,Acquisition,1441273,2305185
CMP18405,Ahmedabad Health Insurance Push,Forex Card,SMB Owners,Pan India,SMS,2024-07-23,2024-09-16,4320870,17283480,921426,211856,5.33,22.99,9750672400,2255.65,Paused,Re-engagement,4331526,2316570
CMP18406,Limited Period Gold Loan,Savings Account,Healthcare Workers,Delhi NCR,SMS,2024-01-26,2024-04-06,1759580,21114960,663620,59037,3.14,8.9,2852490729,1620.12,Active,Acquisition,1435434,280473
CMP18407,Current Account EMI Special,Prepaid Card,Salaried Millennials,Ahmedabad,SMS,2024-09-04,2024-11-19,3588127,46645651,610217,73908,1.31,12.11,1701953424,473.33,Completed,Cross-sell,1601743,1850815
CMP18408,Prepaid Card Flash Sale,Life Insurance,Dormant Account Holders,Indore,Email,2023-01-11,2023-03-24,4028828,20144140,812980,121946,4.04,15.0,2647935444,656.25,Scheduled,Retention,1510119,624913
CMP18409,Exclusive Senior Citizen FD Deal,Senior Citizen FD,NRI Customers,Kolkata,WhatsApp,2024-05-31,2024-06-14,4544705,49991755,4453126,478165,8.91,10.74,15986490445,3516.61,Active,Brand Awareness,903991,801142
