metric_id,campaign_id,measurement_date,impressions,unique_impressions,clicks,unique_clicks,conversions,conversion_value,acquisition_cost,cost_per_click,cost_per_conversion,revenue_generated,profit,roi_score,roas,customer_acquisition_cost,lifetime_value_generated,attribution_model,benchmark_roi,performance_vs_benchmark
ROI44058,CMP19274,2025-11-29,5161616,3222728,299135,236844,58438,670634488,906214,3.03,15.51,1209140658,1208234444,133327.72,1334.28,15.51,9362293542,First Click,3.16,Below
ROI44059,CMP17327,2023-12-29,6366777,3859098,220846,208473,51610,710256820,1176930,5.33,22.8,1298765650,1297588720,110251.99,1103.52,22.8,14745544710,Time Decay,2.75,At
ROI44060,CMP13177,2024-02-26,13859215,11507834,1059457,908070,179617,1662894186,1470823,1.39,8.19,2501166725,2499695902,169952.19,1700.52,8.19,9235008055,Position Based,2.58,Above
ROI44061,CMP14333,2023-02-20,2658320,1900967,177010,165417,17069,165722921,578610,3.27,33.9,282628502,282049892,48746.11,488.46,33.9,6218202562,Position Based,2.32,At
ROI44062,CMP16747,2024-06-14,21055843,15192718,2176730,1953577,292735,2103593710,3233209,1.49,11.04,13752397565,13749164356,425248.24,4253.48,11.04,68858004905,Last Click,3.22,Below
ROI44063,CMP14561,2025-08-13,3376890,2717448,308510,216051,28306,628563036,425572,1.38,15.03,211162760,210737188,49518.57,496.19,15.03,4601055382,Time Decay,2.06,Below
ROI44064,CMP13495,2025-07-06,19168205,14724623,1651824,1506849,182968,7268952704,4904481,2.97,26.81,3629170280,3624265799,73897.03,739.97,26.81,69359692408,Last Click,2.9,At
ROI44065,CMP12764,2024-04-17,56481123,50462324,2920794,2572922,315420,2487402120,3694530,1.26,11.71,14446236000,14442541470,390916.88,3910.17,11.71,54767005440,Position Based,2.15,Below
ROI44066,CMP15112,2024-11-16,6001866,5390645,840356,734574,183630,1672502040,2036010,2.42,11.09,1252907490,1250871480,61437.39,615.37,11.09,44535967530,First Click,2.05,At
ROI44067,CMP12742,2023-11-21,5534484,4815472,206877,161842,46103,1527254081,445876,2.16,9.67,940362891,939917015,210802.33,2109.02,9.67,16737786356,Last Click,2.88,At
ROI44068,CMP10578,2026-03-18,7278260,6125306,1105640,929836,216206,5950205326,1893489,1.71,8.76,2874458770,2872565281,151707.52,1518.08,8.76,73319994926,Time Decay,2.21,At
ROI44069,CMP15375,2023-04-01,12860878,11173596,1003287,763312,189035,5598649595,1172207,1.17,6.2,2763124595,2761952388,235619.85,2357.2,6.2,18603312420,First Click,2.04,At
ROI44070,CMP16424,2023-09-02,11651621,7153139,538274,420293,60469,1817637671,903838,1.68,14.95,2605488272,2604584434,288169.39,2882.69,14.95,23857257853,Linear,2.08,At
ROI44071,CMP11613,2026-03-17,26175783,20239476,1968633,1419682,396091,3122385353,4623774,2.35,11.67,9716904412,9712280638,210050.94,2101.51,11.67,120396612542,Linear,4.13,Below
ROI44072,CMP14635,2026-01-15,15235659,11537916,448554,320278,85795,2476472675,1089170,2.43,12.7,1463062135,1461972965,134228.17,1343.28,12.7,21981794335,Time Decay,1.63,Above
ROI44073,CMP12572,2025-08-28,24026697,21199131,2550517,2224964,628234,29785202174,4631340,1.82,7.37,4416485020,4411853680,95260.85,953.61,7.37,188045513816,Time Decay,2.19,At
ROI44074,CMP17720,2024-12-23,4941373,4081271,834223,648809,150998,2471837260,773741,0.93,5.12,5625883484,5625109743,727001.64,7271.02,5.12,64988482214,Position Based,2.74,At
ROI44075,CMP16400,2024-05-19,2712179,2325479,353227,315161,70658,2159520454,647061,1.83,9.16,1403833144,1403186083,216855.3,2169.55,9.16,16621517262,Linear,4.46,Below
ROI44076,CMP11085,2023-08-13,13372385,9044288,1509490,1181041,172018,2521439844,2643663,1.75,15.37,8329455596,8326811933,314972.52,3150.73,15.37,24367381808,Position Based,2.43,Below
ROI44077,CMP16866,2024-05-05,4617862,3738251,185309,152149,36224,1251140736,664724,3.59,18.35,1477250944,1476586220,222135.24,2222.35,18.35,4100230784,Last Click,2.13,Below
ROI44078,CMP13948,2023-08-02,6952754,5562682,721534,579458,71409,2604000594,2364112,3.28,33.11,2588576250,2586212138,109394.65,1094.95,33.11,25450667463,Linear,3.01,At
ROI44079,CMP12109,2023-01-31,34761231,27344125,1315548,1162331,194995,8304837050,2341018,1.78,12.01,8775944970,8773603952,374777.3,3748.77,12.01,62562000805,Time Decay,2.2,Above
ROI44080,CMP11367,2024-08-11,40092343,31413091,4373017,3977302,766877,3918741470,4663652,1.07,6.08,16614390205,16609726553,356152.79,3562.53,6.08,232154373579,Time Decay,2.8,Above
ROI44081,CMP13285,2025-02-01,58612757,48489347,3376522,3119646,371460,2816409720,4140320,1.23,11.15,14298238320,14294098000,345241.38,3453.41,11.15,71902397820,Position Based,3.64,Above
ROI44082,CMP13674,2024-03-28,41987106,25257909,1216241,1151405,242814,2289736020,3034846,2.5,12.5,2856949524,2853914678,94038.2,941.38,12.5,21866857584,Time Decay,2.31,Above
ROI44083,CMP10174,2025-10-28,14576749,9253025,575130,515022,45817,791671943,1853725,3.22,40.46,974390139,972536414,52463.9,525.64,40.46,16940560848,Last Click,2.87,At
ROI44084,CMP13434,2023-02-23,60320609,37858660,3748966,3229069,440455,5482783840,4693653,1.25,10.66,15007623215,15002929562,319642.92,3197.43,10.66,64754372735,Linear,2.29,Above
ROI44085,CMP18792,2024-06-30,17695912,12047382,398543,319943,57408,2533242816,3783447,9.49,65.9,768807936,765024489,20220.3,203.2,65.9,27605612736,Position Based,3.78,Above
ROI44086,CMP19988,2023-10-22,9426631,6902114,345786,276280,68388,936847212,1110139,3.21,16.23,3106593288,3105483149,279738.23,2798.38,16.23,29876323620,Linear,2.47,Below
ROI44087,CMP13566,2024-03-23,3359727,2584410,317423,260460,41068,520085152,387040,1.22,9.42,1197378608,1196991568,309268.18,3093.68,9.42,2248514068,Position Based,4.93,Below
ROI44088,CMP11625,2025-06-21,3320362,2748082,155840,148044,20294,281924248,239227,1.54,11.79,138080376,137841149,57619.39,577.19,11.79,1746826344,Time Decay,2.26,At
ROI44089,CMP19266,2023-11-02,19819924,13663225,539218,471341,103032,2328832296,1914196,3.55,18.58,4941517752,4939603556,258051.09,2581.51,18.58,44542588176,Time Decay,2.05,Below
ROI44090,CMP18976,2025-08-16,68191540,51891234,6086816,4912206,603148,25509541512,4568617,0.75,7.57,14136582824,14132014207,309328.06,3094.28,7.57,96547709804,First Click,4.87,Above
ROI44091,CMP15214,2023-10-27,5387428,4469851,522574,430217,117698,3981370246,425826,0.81,3.62,5090909292,5090483466,1195437.45,11955.37,3.62,10492070512,First Click,4.68,Above
ROI44092,CMP15411,2026-02-02,24763508,18391066,2253299,1741575,353672,15449453976,2870658,1.27,8.12,12872599784,12869729126,448319.83,4484.2,8.12,155010193536,Time Decay,4.2,Below
ROI44093,CMP14237,2025-08-17,38350681,26644339,1017128,829218,76132,1426180756,4663277,4.58,61.25,1144340092,1139676815,24439.4,245.39,61.25,11537195544,Position Based,1.74,At
ROI44094,CMP17562,2024-05-04,6323197,4767994,525391,389682,74515,634793285,2067702,3.94,27.75,488073250,486005548,23504.62,236.05,27.75,21929839015,Position Based,2.06,At
ROI44095,CMP18567,2024-07-20,13842643,12098111,2172633,1558756,451259,4352393055,2141283,0.99,4.75,17185747756,17183606473,802491.15,8025.91,4.75,145640683437,Last Click,3.65,Below
ROI44096,CMP18021,2024-10-22,5249424,3691854,363096,272474,42135,1359864990,385507,1.06,9.15,650690805,650305298,168688.32,1687.88,9.15,8044961955,Position Based,3.59,Above
ROI44097,CMP15048,2025-11-19,43918038,26578592,3133547,2336900,379736,10733617776,3418603,1.09,9.0,5563132400,5559713797,162631.16,1627.31,9.0,155717202312,First Click,1.67,Above
ROI44098,CMP14641,2023-07-02,47830138,39642131,6017553,4899871,973164,33740569044,4387108,0.73,4.51,7963401012,7959013904,181418.24,1815.18,4.51,249600995376,First Click,3.63,At
ROI44099,CMP13123,2025-03-22,15021694,9635265,327755,268258,71175,2548278525,3799578,11.59,53.38,428188800,424389222,11169.38,112.69,53.38,28073626425,Time Decay,1.56,Above
ROI44100,CMP13541,2023-03-08,12155277,9991754,362739,324164,85779,763175763,821554,2.26,9.58,3051159030,3050337476,371288.74,3713.89,9.58,19057949325,Position Based,1.68,At
ROI44101,CMP10791,2024-03-07,29614353,22870854,923484,865740,187174,1786575830,4241744,4.59,22.66,4780985482,4776743738,112612.73,1127.13,22.66,13781060098,Last Click,3.64,At
ROI44102,CMP11565,2025-12-28,4994257,4241534,607290,549244,67626,530728848,512014,0.84,7.57,701687376,701175362,136944.57,1370.45,7.57,14908827960,Position Based,2.22,At
ROI44103,CMP10500,2024-07-08,10461002,8511739,1330840,974260,278630,11064397300,1122578,0.84,4.03,6895813870,6894691292,614183.72,6142.84,4.03,125594980170,Time Decay,4.89,At
ROI44104,CMP17017,2023-07-24,11056209,7477593,456659,428295,98943,987253254,1617111,3.54,16.34,2130737505,2129120394,131661.98,1317.62,16.34,18947782386,Last Click,4.98,At
ROI44105,CMP13839,2024-05-25,27587338,20775986,4249666,3850516,336903,7469139510,4819633,1.13,14.31,11471547150,11466727517,237917.03,2380.17,14.31,68218477761,Last Click,3.12,Above
ROI44106,CMP10336,2026-02-08,9486670,8250984,168072,157707,30467,1378235679,1139741,6.78,37.41,1445994287,1444854546,126770.43,1268.7,37.41,4380849930,Time Decay,4.49,Below
ROI44107,CMP10238,2025-06-24,41792292,27762717,991038,890108,150719,5365445681,3948195,3.98,26.2,4672741157,4668792962,118251.33,1183.51,26.2,16966588549,Linear,1.78,Above
ROI44108,CMP17295,2025-12-08,1534448,1373680,45620,37578,9586,162607318,159027,3.49,16.59,116153562,115994535,72940.15,730.4,16.59,653774786,First Click,4.74,Below
ROI44109,CMP17297,2024-12-18,21218573,14665050,826786,686034,195928,8211538408,2512233,3.04,12.82,2442830304,2440318071,97137.41,972.37,12.82,47258617312,Position Based,3.62,Below
ROI44110,CMP19032,2025-11-03,45456918,38989768,3995887,2981383,886373,16017646483,2974059,0.74,3.36,33017394250,33014420191,1110079.53,11101.8,3.36,333535955289,Linear,2.24,At
ROI44111,CMP12622,2023-06-23,24597667,19540425,3246590,2647538,578463,14754277278,1915521,0.59,3.31,28690607874,28688692353,1497696.57,14977.97,3.31,134555699967,Last Click,4.17,Above
ROI44112,CMP12113,2025-03-04,20607023,16804317,615895,521518,123173,882288199,3516343,5.71,28.55,3114306132,3110789789,88466.62,885.67,28.55,10957346907,Last Click,2.39,Below
ROI44113,CMP19727,2023-04-12,26015504,22536241,3182512,2554751,785904,10944499104,3023573,0.95,3.85,33363982512,33360958939,1103362.11,11034.62,3.85,54474935760,First Click,3.51,Below
ROI44114,CMP18326,2024-12-14,11896615,7724558,1261511,1190091,282316,2680590420,1772777,1.41,6.28,7779499696,7777726919,438731.26,4388.31,6.28,39363037564,Linear,2.28,At
ROI44115,CMP12160,2025-12-02,3371473,2728179,283937,248943,52184,1528521544,1189274,4.19,22.79,360278336,359089062,30193.97,302.94,22.79,13631034824,Time Decay,1.92,At
ROI44116,CMP10052,2024-01-18,11213886,8605169,1093040,915090,245757,8595351075,2834973,2.59,11.54,8320103235,8317268262,293380.86,2934.81,11.54,51752000574,Time Decay,4.94,Above
ROI44117,CMP17488,2025-02-06,18346246,12883067,1956940,1595791,224404,6807295340,2482003,1.27,11.06,5102049344,5099567341,205461.77,2055.62,11.06,68220611232,Position Based,2.98,At
ROI44118,CMP13480,2025-12-11,26739255,22100226,1478025,1061534,363541,14559817050,4306739,2.91,11.85,11281767853,11277461114,261856.15,2619.56,11.85,129575828007,First Click,4.71,At
ROI44119,CMP16994,2023-09-11,11973619,9447581,228061,171150,28642,1000837406,1613557,7.08,56.34,1065224622,1063611065,65917.17,660.17,56.34,9123021198,Time Decay,4.41,At
ROI44120,CMP17515,2023-04-19,26735129,17933647,2148467,1884462,232989,7048616217,1942701,0.9,8.34,6385063545,6383120844,328569.39,3286.69,8.34,44746236417,Linear,3.0,At
ROI44121,CMP15607,2025-03-26,9314829,7283360,937330,851446,181032,6973895736,2204071,2.35,12.18,7365467952,7363263881,334075.62,3341.76,12.18,21978189960,First Click,2.94,Below
ROI44122,CMP18067,2025-07-07,35878678,25547618,1837325,1572756,282473,11256266577,2749312,1.5,9.73,4603180008,4600430696,167330.25,1674.3,9.73,41720414681,Linear,1.96,At
ROI44123,CMP13616,2023-06-30,6300489,4830071,208313,193751,24317,184128324,2212955,10.62,91.0,227947558,225734603,10200.6,103.01,91.0,8745438831,First Click,2.54,At
ROI44124,CMP12004,2024-03-12,9913910,6434318,364511,324544,42013,1065953836,2081616,5.71,49.55,339465040,337383424,16207.76,163.08,49.55,3855196906,First Click,2.86,At
ROI44125,CMP17053,2024-12-15,735813,649538,75975,69834,12580,342213740,224840,2.96,17.87,150406480,150181640,66794.89,668.95,17.87,1306621700,Last Click,3.23,Above
ROI44126,CMP12856,2025-06-03,30263562,25920737,2206438,1756522,360571,16636385369,4048477,1.83,11.23,13899290908,13895242431,343221.47,3433.21,11.23,96909946528,Last Click,4.19,At
ROI44127,CMP19491,2025-02-17,29043466,21387492,2096856,1888177,179237,6539282708,4428485,2.11,24.71,8906465767,8902037282,201017.67,2011.18,24.71,71206020701,Last Click,1.59,At
ROI44128,CMP15884,2026-04-15,13962023,8871772,2187711,1988564,378555,13807036515,4692477,2.14,12.4,16988791290,16984098813,361943.14,3620.43,12.4,129302652795,Linear,4.27,Above
ROI44129,CMP15333,2026-01-09,2206652,1492831,50945,43029,11231,407629145,703719,13.81,62.66,537897514,537193795,76336.41,764.36,62.66,3124149732,Time Decay,4.18,At
ROI44130,CMP14925,2025-04-02,14685073,11591929,304058,275613,42028,670220516,1074712,3.53,25.57,1448789216,1447714504,134707.21,1348.07,25.57,3360222656,Position Based,4.07,Above
ROI44131,CMP19291,2025-01-29,29648274,20861854,2472995,1890702,290478,11266189230,2514988,1.02,8.66,11591524590,11589009602,460797.81,4608.98,8.66,105218684028,Position Based,4.76,Above
ROI44132,CMP19646,2024-06-13,5834315,4137085,471427,416716,84237,1845379959,1296031,2.75,15.39,4081451124,4080155093,314819.25,3149.19,15.39,10080220605,Linear,1.59,Above
ROI44133,CMP14073,2025-06-22,30754384,24345545,2438133,1951471,231355,9655369570,2863846,1.17,12.38,4023032095,4020168249,140376.55,1404.77,12.38,19972183085,Linear,4.24,At
ROI44134,CMP16206,2026-03-11,12528563,9843505,1771972,1577607,339735,5907651915,1322425,0.75,3.89,14785267200,14783944775,1117942.02,11180.42,3.89,49267690230,First Click,3.67,Above
ROI44135,CMP16505,2023-01-31,58611093,43365574,1363560,1090940,155139,3432605514,4075119,2.99,26.27,5051946396,5047871277,123870.52,1239.71,26.27,31394703735,Position Based,4.33,Above
ROI44136,CMP11704,2024-02-26,19689713,16024507,1278848,1076489,128587,3294141766,1443585,1.13,11.23,6015042686,6013599101,416573.95,4166.74,11.23,53991752495,Time Decay,3.79,Below
ROI44137,CMP15809,2025-07-03,799982,665744,70355,62138,10231,290468321,108417,1.54,10.6,403009321,402900904,371621.52,3717.22,10.6,1714490518,Time Decay,2.94,At
ROI44138,CMP11894,2024-09-22,11984119,8672244,444982,321962,104528,2574106528,1745262,3.92,16.7,3723600944,3721855682,213254.84,2133.55,16.7,47094985872,Time Decay,4.8,Below
ROI44139,CMP14494,2024-11-16,30266863,18850752,2728801,2256037,388361,7111666632,2128762,0.78,5.48,7178076363,7175947601,337094.87,3371.95,5.48,45007544651,Last Click,3.14,Below
ROI44140,CMP19102,2023-12-10,12485422,9199074,1005253,872743,211362,2122919928,2008027,2.0,9.5,9581884908,9579876881,477079.09,4771.79,9.5,41094902298,Last Click,3.56,At
ROI44141,CMP10032,2023-01-28,4589340,4120733,155422,133265,15857,629142332,1574453,10.13,99.29,419465221,417890768,26541.97,266.42,99.29,5611300733,First Click,2.51,Above
ROI44142,CMP10698,2026-03-24,10723791,7748053,782167,691979,112971,3842369652,2057522,2.63,18.21,2043984303,2041926781,99242.04,993.42,18.21,14244061506,Time Decay,4.08,Above
ROI44143,CMP18125,2025-12-19,19969969,12979138,1184837,906277,178695,2129329620,4073708,3.44,22.8,4454687655,4450613947,109252.16,1093.52,22.8,72389523195,Position Based,1.83,At
ROI44144,CMP14387,2023-07-23,47034919,35778124,7399314,5900366,1095054,45298003764,4469194,0.6,4.08,54418708530,54414239336,1217540.33,12176.4,4.08,510480228126,Linear,1.64,Below
ROI44145,CMP10632,2023-02-12,11259656,8879548,1198297,1130568,78476,1622962156,999444,0.83,12.74,1441761072,1440761628,144156.31,1442.56,12.74,28805792940,Last Click,3.29,Above
ROI44146,CMP15071,2025-03-05,13006639,9033802,969317,821688,115075,5285394750,2654008,2.74,23.06,3487002650,3484348642,131286.29,1313.86,23.06,8827173100,Linear,2.2,At
ROI44147,CMP10096,2024-10-08,19772061,12271982,1668321,1584351,320172,10446892188,1371249,0.82,4.28,14981488224,14980116975,1092443.24,10925.43,4.28,115186999752,First Click,3.45,Above
ROI44148,CMP10958,2023-07-06,25206108,18583739,533105,500936,44012,1476162480,2971888,5.57,67.52,614759616,611787728,20585.83,206.86,67.52,19537014824,First Click,3.11,At
ROI44149,CMP10995,2024-11-05,8090301,5946136,397007,292083,96275,3655465475,750455,1.89,7.79,3872661875,3871911420,515941.85,5160.42,7.79,43657920525,Position Based,2.53,Above
ROI44150,CMP18493,2023-06-04,1504090,1344368,79401,68258,18857,545099299,181857,2.29,9.64,356321872,356140015,195835.2,1959.35,9.64,1855773941,Linear,4.41,Above
ROI44151,CMP11440,2024-05-17,69519819,50165943,6365951,5495883,592683,14408716413,4951520,0.78,8.35,29563028040,29558076520,596949.55,5970.5,8.35,225538403454,Position Based,1.75,At
ROI44152,CMP14211,2025-04-10,40111321,34910081,1157038,890246,132646,3237092984,4033834,3.49,30.41,1722408310,1718374476,42599.04,426.99,30.41,64228784952,Position Based,2.18,Above
ROI44153,CMP14547,2023-08-24,18495182,14042758,398738,317505,66131,2708262843,1242630,3.12,18.79,3050027851,3048785221,245349.4,2454.49,18.79,11345897277,Position Based,1.77,Below
ROI44154,CMP13818,2024-08-23,18208822,16169179,1590084,1244886,231565,8578325425,4608832,2.9,19.9,2832734645,2828125813,61363.18,614.63,19.9,62881012620,Time Decay,3.16,Below
ROI44155,CMP10433,2023-08-05,19926303,17636557,1479780,1094463,97095,3997498245,1851742,1.25,19.07,4792220820,4790369078,258695.28,2587.95,19.07,36775410915,Linear,2.84,Above
ROI44156,CMP16184,2024-02-22,22670214,17017815,2937340,2765111,490459,4799631774,3590723,1.22,7.32,9784166591,9780575868,272384.58,2724.85,7.32,162597948598,Linear,2.32,Below
ROI44157,CMP12901,2025-03-18,42490404,38027303,1599684,1160073,162301,6230248487,4809862,3.01,29.64,2248680355,2243870493,46651.45,467.51,29.64,14092108927,Position Based,2.83,At
ROI44158,CMP12252,2023-08-04,23402974,16674816,2259484,2065183,209573,4634287749,2405391,1.06,11.48,7742255339,7739849948,321770.97,3218.71,11.48,10598944902,Linear,4.0,At
ROI44159,CMP19050,2024-02-20,56331436,49664986,3106207,2458994,517654,5713347198,4796820,1.54,9.27,3729179416,3724382596,77642.74,777.43,9.27,118319139472,Time Decay,1.66,Below
ROI44160,CMP11349,2023-10-26,14490606,10488520,1583943,1491089,92143,2280815679,2668746,1.68,28.96,1042598045,1039929299,38966.96,390.67,28.96,20649707015,Position Based,4.25,Below
ROI44161,CMP13265,2023-09-03,5790122,3556068,565268,496529,100691,3704824654,1150795,2.04,11.43,3640483105,3639332310,316245.06,3163.45,11.43,29865554746,Linear,2.08,At
ROI44162,CMP18110,2024-09-01,5953702,4228440,592496,528175,95485,2520804000,882673,1.49,9.24,1843719865,1842837192,208779.15,2088.79,9.24,16296329465,First Click,3.42,Below
ROI44163,CMP19237,2026-03-03,18700401,12952223,333903,278325,26201,456159410,2808801,8.41,107.2,730352875,727544074,25902.3,260.02,107.2,12582139416,First Click,2.51,Above
ROI44164,CMP17288,2024-06-20,26322618,18792230,1112383,831295,133297,6391724447,2760844,2.48,20.71,3035439284,3032678440,109846.06,1099.46,20.71,60321557895,Last Click,3.43,Below
ROI44165,CMP10996,2024-10-05,22358269,16163403,592470,535054,146086,6714696904,2005701,3.39,13.73,5582822576,5580816875,278247.7,2783.48,13.73,24503150866,Time Decay,3.72,At
ROI44166,CMP13389,2025-03-06,4480163,3400515,108788,95703,10079,357371103,547870,5.04,54.36,222635031,222087161,40536.47,406.36,54.36,4443327150,Last Click,3.38,Below
ROI44167,CMP13311,2026-03-26,11371096,8697502,1322226,1124924,75592,3454478808,1865122,1.41,24.67,592036544,590171422,31642.51,317.43,24.67,26160501400,Linear,2.61,Above
ROI44168,CMP10164,2024-04-09,12515345,9518967,976082,704593,173847,1097148417,3424547,3.51,19.7,6994734045,6991309498,204152.83,2042.53,19.7,20023697460,Last Click,4.82,Above
ROI44169,CMP11976,2025-12-20,18540993,15995960,1984069,1578371,198686,9597527230,1585373,0.8,7.98,1154365660,1152780287,72713.51,728.14,7.98,80323782650,Last Click,2.78,Above
ROI44170,CMP15776,2023-07-01,37041833,32878997,1985217,1717393,272048,2178288336,3317009,1.67,12.19,9785566560,9782249551,294911.76,2950.12,12.19,90799284576,Position Based,3.79,At
ROI44171,CMP13639,2023-10-13,48137535,41007551,2351870,1688931,403790,8597496680,4297689,1.83,10.64,8349165830,8344868141,194171.06,1942.71,10.64,126020032470,First Click,3.42,At
ROI44172,CMP11743,2023-10-30,12250927,7599283,1569892,1250641,261428,11559561876,1260855,0.8,4.82,4577865708,4576604853,362976.3,3630.76,4.82,70950774916,Position Based,2.55,Below
ROI44173,CMP15624,2024-07-27,24995997,15718228,2468366,2330784,442736,18706481472,3719516,1.51,8.4,13019094816,13015375300,349921.21,3500.21,8.4,80645247872,First Click,2.48,Above
ROI44174,CMP19804,2025-07-12,7065103,4397676,599551,532761,112203,4072744494,871845,1.45,7.77,3304939365,3304067520,378974.19,3790.74,7.77,29781032463,Linear,4.72,At
ROI44175,CMP10116,2025-10-17,55836611,43514826,6066680,4385733,627287,20295870885,3797489,0.63,6.05,16687088774,16683291285,439324.28,4394.24,6.05,58126295281,First Click,4.36,Above
ROI44176,CMP14344,2023-05-23,32684685,27194537,2838062,2334273,601283,17956715512,2982693,1.05,4.96,23036354296,23033371603,772234.07,7723.34,4.96,166804923445,First Click,3.61,At
ROI44177,CMP12566,2025-04-24,13717497,10869099,566446,434407,34282,539153014,965693,1.7,28.17,393900180,392934487,40689.38,407.89,28.17,12414163558,Last Click,4.13,Above
ROI44178,CMP12499,2024-05-02,18856183,11959610,2854079,2057943,576219,4803361584,3101500,1.09,5.38,21260752443,21257650943,685399.03,6854.99,5.38,62716252179,Position Based,2.94,Below
ROI44179,CMP11522,2025-11-12,7320439,5163284,1166296,966370,230705,5738786875,610097,0.52,2.64,4994763250,4994153153,818583.46,8186.83,2.64,85153215500,Last Click,1.95,Above
ROI44180,CMP18253,2024-06-04,5974449,5258331,77921,73224,14493,466152852,1137342,14.6,78.48,94581318,93443976,8216.0,83.16,78.48,6142191372,Last Click,1.68,Below
ROI44181,CMP15253,2024-09-13,5623485,4174807,387068,330287,93766,3161414456,430236,1.11,4.59,4597253214,4596822978,1068442.2,10685.42,4.59,30488389964,Time Decay,2.29,Below
ROI44182,CMP18230,2025-06-01,21385179,15719909,1432671,1207283,352287,9935550261,1856904,1.3,5.27,9743553846,9741696942,524620.39,5247.2,5.27,23893161201,First Click,2.62,Above
ROI44183,CMP12712,2024-09-29,7482316,5019840,532910,416540,63368,1895970560,1920099,3.6,30.3,1153234232,1151314133,59961.19,600.61,30.3,6780946312,Linear,2.31,At
ROI44184,CMP11200,2023-11-29,9525628,8104401,284283,260781,45017,2138307500,3306496,11.63,73.45,1218835275,1215528779,36761.84,368.62,73.45,19118539832,Linear,4.85,Above
ROI44185,CMP10126,2023-04-13,13754314,9735307,643563,596027,101121,2730873726,3162823,4.91,31.28,1767898443,1764735620,55796.22,558.96,31.28,46004189982,First Click,2.08,Below
ROI44186,CMP11246,2024-10-02,1051790,730240,121794,91617,7175,97615875,232036,1.91,32.34,40682250,40450214,17432.73,175.33,32.34,1436011675,Linear,3.33,Above
ROI44187,CMP11693,2025-09-09,6737326,4043296,409202,361274,76144,2814967536,479781,1.17,6.3,3178555136,3178075355,662401.25,6625.01,6.3,14705157712,First Click,1.52,At
ROI44188,CMP11762,2024-02-12,41828221,35702920,4248325,3724729,752582,27876389862,4553807,1.07,6.05,11750062766,11745508959,257927.25,2580.27,6.05,146751232254,Position Based,1.57,Below
ROI44189,CMP11710,2024-12-13,17854839,12067963,1807874,1448818,113634,5494203900,2385792,1.32,21.0,708621624,706235832,29601.74,297.02,21.0,32029788312,Linear,3.55,Below
ROI44190,CMP18609,2026-03-11,54747115,35886753,4199442,3254287,717270,34142769270,3404783,0.81,4.75,13963812360,13960407577,410023.42,4101.23,4.75,239548096440,Time Decay,2.94,Above
ROI44191,CMP13864,2023-07-12,2347647,1620874,103770,78380,7068,302248884,413656,3.99,58.53,317402676,316989020,76631.07,767.31,58.53,875682792,First Click,4.15,Above
ROI44192,CMP14170,2023-08-30,16977746,13643155,568532,467416,112686,5081349798,3478113,6.12,30.87,2621301732,2617823619,75265.63,753.66,30.87,42912631776,Time Decay,3.34,At
ROI44193,CMP11882,2024-06-19,4149861,3449853,401508,355624,69042,3267274566,737845,1.84,10.69,1857851178,1857113333,251694.24,2517.94,10.69,29751923850,Last Click,4.29,Below
ROI44194,CMP19496,2025-10-21,19808577,12075490,1207650,936833,298569,3810337578,3788792,3.14,12.69,5881809300,5878020508,155142.34,1552.42,12.69,39586666572,Position Based,2.58,Above
ROI44195,CMP10612,2025-11-01,8675784,5538221,1040330,941058,152667,6583764375,622187,0.6,4.08,5483187972,5482565785,881176.52,8812.77,4.08,69218454465,Last Click,2.43,At
ROI44196,CMP18652,2024-01-21,33817849,27648365,2690937,2435701,521949,25280077866,3942340,1.47,7.55,14704869177,14700926837,372898.5,3729.99,7.55,97500595149,Time Decay,3.62,Above
ROI44197,CMP16979,2024-02-21,7349547,4787800,639292,585741,33284,266671408,602774,0.94,18.11,752517956,751915182,124742.47,1248.42,18.11,10442156036,Last Click,4.31,Above
ROI44198,CMP11609,2023-08-14,13489393,9500863,425761,332023,93237,1734860859,1407572,3.31,15.1,4464374034,4462966462,317068.43,3171.68,15.1,31476251778,First Click,1.77,Above
ROI44199,CMP17076,2024-12-30,4372278,3901903,179753,145028,44780,961023580,1011481,5.63,22.59,225556860,224545379,22199.66,223.0,22.59,22194087500,Last Click,2.79,Above
ROI44200,CMP18986,2025-02-12,11687581,9131976,953710,702829,118714,2465452352,1414540,1.48,11.92,3844790318,3843375778,271704.99,2718.05,11.92,12818975148,Last Click,2.49,Above
ROI44201,CMP16573,2024-02-15,2949732,2428937,68030,64623,3403,90676338,731714,10.76,215.02,111284906,110553192,15108.8,152.09,215.02,649288997,Linear,1.93,Below
ROI44202,CMP13016,2024-03-11,69869802,57233889,3440170,3043062,616429,7751594675,4580002,1.33,7.43,29699549220,29694969218,648361.49,6484.61,7.43,257043495852,Linear,3.85,Above
ROI44203,CMP16949,2023-05-07,44715315,33482961,4567894,4199643,1040698,20064657440,3857101,0.84,3.71,45501397956,45497540855,1179578.67,11796.79,3.71,166185941526,First Click,4.84,Below
ROI44204,CMP13152,2025-09-14,28085597,23828807,1550992,1349117,172644,3077897232,1936162,1.25,11.21,7930747428,7928811266,409511.77,4096.12,11.21,79829722380,Last Click,2.03,At
ROI44205,CMP12989,2025-11-04,10868785,7508938,770834,620870,128638,1837593830,3342501,4.34,25.98,3245922654,3242580153,97010.6,971.11,25.98,19988930182,Position Based,2.9,Below
