qa_id,campaign_id,qa_date,tone_consistency,cta_alignment,compliance_status,brand_guidelines_check,disclaimer_present,regulatory_compliance,mismatch_reason,overall_qa_score,channels_reviewed,issues_found,critical_issues,reviewer_notes,approval_status,revision_count,time_to_approve_hours
QA53880,CMP13703,2023-11-01,Fail,Fail,Warning,Fail,False,Warning,Contact information different,17.6,2,4,0,Minor fixes required,Conditional,1,36
QA53881,CMP15313,2025-07-25,Pass,Pass,Pass,Pass,True,Pass,,50.1,3,0,0,Approved,Approved,0,31
QA53882,CMP16392,2024-02-08,Fail,Fail,Warning,Warning,True,Fail,Expiry date mismatch,4.3,2,4,0,Minor fixes required,Conditional,2,17
QA53883,CMP17368,2023-07-09,Pass,Pass,Pass,Pass,True,Pass,,91.0,2,0,0,Approved,Approved,1,44
QA53884,CMP18202,2023-04-18,Pass,Pass,Pass,Pass,True,Pass,,63.8,4,0,0,Approved,Approved,2,27
QA53885,CMP18323,2025-06-06,Pass,Pass,Pass,Pass,True,Pass,,84.8,5,0,0,Approved,Approved,3,25
QA53886,CMP12152,2024-01-22,Pass,Pass,Pass,Pass,True,Pass,,51.1,5,0,0,Approved,Approved,0,45
QA53887,CMP11856,2023-01-03,Pass,Pass,Pass,Pass,True,Pass,,42.1,5,0,0,Approved,Conditional,0,55
QA53888,CMP18958,2024-04-19,Pass,Pass,Pass,Pass,True,Pass,,49.5,3,0,0,Approved,Conditional,3,20
QA53889,CMP16305,2023-07-07,Pass,Pass,Pass,Pass,True,Pass,,48.3,4,0,0,Approved,Conditional,2,16
QA53890,CMP10271,2026-01-08,Warning,Pass,Fail,Pass,True,Fail,Disclaimer missing,27.8,5,1,2,Needs revision,Rejected,0,24
QA53891,CMP19900,2023-08-12,Fail,Pass,Warning,Pass,True,Warning,Disclaimer missing,25.1,3,5,0,Minor fixes required,Conditional,1,17
QA53892,CMP12746,2024-05-12,Pass,Pass,Pass,Pass,True,Pass,,74.4,5,0,0,Approved,Approved,1,19
QA53893,CMP14679,2024-07-05,Pass,Pass,Pass,Pass,True,Pass,,86.1,4,0,0,Approved,Approved,1,22
QA53894,CMP14092,2024-02-19,Warning,Pass,Warning,Pass,True,Fail,Expiry date mismatch,27.2,2,1,0,Minor fixes required,Conditional,0,3
QA53895,CMP10936,2023-09-10,Warning,Fail,Warning,Fail,True,Fail,Product name variation,9.4,5,3,0,Minor fixes required,Conditional,1,65
QA53896,CMP12956,2025-04-21,Pass,Pass,Pass,Pass,True,Pass,,63.3,2,0,0,Approved,Approved,3,60
QA53897,CMP14282,2023-03-24,Pass,Pass,Pass,Pass,True,Pass,,94.0,2,0,0,Approved,Approved,2,29
QA53898,CMP14920,2023-06-26,Pass,Pass,Pass,Pass,False,Pass,,89.4,5,0,0,Approved,Approved,1,71
QA53899,CMP10285,2023-10-21,Fail,Fail,Fail,Pass,True,Warning,Brand guidelines violation,23.6,4,5,1,Needs revision,Rejected,2,63
QA53900,CMP18888,2025-02-21,Pass,Pass,Pass,Pass,False,Pass,,45.5,5,0,0,Approved,Conditional,2,7
QA53901,CMP19393,2024-02-23,Fail,Fail,Fail,Fail,True,Fail,Brand guidelines violation,17.3,2,4,0,Needs revision,Rejected,1,18
QA53902,CMP12966,2024-11-07,Pass,Pass,Warning,Pass,True,Warning,Brand guidelines violation,32.3,5,1,0,Minor fixes required,Conditional,0,53
QA53903,CMP13335,2026-01-01,Pass,Pass,Pass,Pass,False,Pass,,82.4,3,0,0,Approved,Approved,3,34
QA53904,CMP19154,2026-01-17,Pass,Pass,Pass,Pass,True,Fail,,38.6,2,0,0,Approved,Conditional,3,31
QA53905,CMP14594,2023-06-04,Pass,Pass,Pass,Pass,True,Pass,,61.0,2,0,0,Approved,Approved,0,15
QA53906,CMP13175,2024-06-25,Pass,Pass,Pass,Pass,True,Pass,,96.6,4,0,0,Approved,Approved,0,49
QA53907,CMP18454,2024-08-20,Pass,Pass,Pass,Pass,True,Pass,,85.2,3,0,0,Approved,Approved,0,72
QA53908,CMP12849,2024-10-05,Pass,Pass,Pass,Pass,True,Pass,,82.2,5,0,0,Approved,Approved,2,55
QA53909,CMP13024,2024-01-29,Fail,Pass,Warning,Pass,True,Fail,Disclaimer missing,28.3,3,5,0,Minor fixes required,Conditional,2,55
QA53910,CMP12727,2025-12-24,Fail,Fail,Fail,Warning,True,Warning,Brand guidelines violation,14.4,5,5,2,Needs revision,Rejected,3,69
QA53911,CMP18594,2023-08-12,Pass,Pass,Pass,Pass,True,Pass,,90.4,5,0,0,Approved,Approved,2,10
QA53912,CMP15290,2024-10-14,Pass,Pass,Pass,Pass,True,Pass,,50.0,5,0,0,Approved,Conditional,2,62
QA53913,CMP13766,2023-01-03,Pass,Pass,Pass,Pass,True,Pass,,51.3,4,0,0,Approved,Approved,3,18
QA53914,CMP15116,2024-08-26,Pass,Pass,Pass,Pass,True,Pass,,53.2,3,0,0,Approved,Approved,1,71
QA53915,CMP15050,2024-12-26,Pass,Pass,Pass,Pass,False,Pass,,58.8,4,0,0,Approved,Approved,2,14
QA53916,CMP17070,2024-11-14,Fail,Warning,Fail,Pass,False,Warning,Regulatory language missing,21.0,4,4,1,Needs revision,Rejected,2,64
QA53917,CMP16665,2024-12-09,Fail,Warning,Fail,Fail,True,Fail,Expiry date mismatch,5.7,4,5,0,Needs revision,Rejected,3,58
QA53918,CMP13854,2023-01-27,Warning,Warning,Warning,Fail,False,Warning,Brand guidelines violation,2.7,4,0,0,Minor fixes required,Conditional,3,8
QA53919,CMP15380,2025-12-26,Pass,Pass,Pass,Pass,True,Pass,,77.4,2,0,0,Approved,Approved,2,6
QA53920,CMP11324,2026-03-13,Pass,Pass,Pass,Pass,True,Pass,,69.0,4,0,0,Approved,Approved,0,49
QA53921,CMP19242,2025-03-24,Pass,Pass,Pass,Pass,False,Pass,,70.5,2,0,0,Approved,Approved,2,11
QA53922,CMP17185,2023-03-08,Pass,Pass,Pass,Pass,True,Pass,,40.3,2,0,0,Approved,Conditional,3,20
QA53923,CMP12484,2024-02-29,Pass,Pass,Pass,Pass,False,Pass,,86.6,2,0,0,Approved,Approved,0,59
QA53924,CMP17292,2024-07-06,Pass,Pass,Pass,Pass,True,Pass,,90.2,3,0,0,Approved,Approved,3,43
QA53925,CMP15949,2024-10-28,Pass,Pass,Pass,Pass,True,Pass,,93.7,5,0,0,Approved,Approved,2,12
QA53926,CMP17183,2024-07-27,Pass,Pass,Fail,Pass,True,Warning,Offer amount inconsistent,32.5,4,0,2,Needs revision,Rejected,1,49
QA53927,CMP10720,2023-12-26,Fail,Warning,Fail,Fail,True,Warning,Regulatory language missing,6.3,2,3,2,Needs revision,Rejected,0,53
QA53928,CMP18000,2023-01-17,Pass,Pass,Pass,Pass,True,Pass,,56.3,5,0,0,Approved,Approved,0,59
QA53929,CMP15331,2024-03-26,Pass,Pass,Pass,Pass,False,Pass,,46.5,3,0,0,Approved,Conditional,2,44
QA53930,CMP14261,2023-09-23,Warning,Warning,Warning,Fail,True,Warning,Brand guidelines violation,11.1,2,3,0,Minor fixes required,Conditional,1,41
QA53931,CMP11838,2024-06-05,Pass,Pass,Fail,Pass,True,Warning,Offer amount inconsistent,34.2,5,1,1,Needs revision,Rejected,3,52
QA53932,CMP12369,2023-12-21,Fail,Warning,Warning,Warning,True,Fail,Font/formatting issues,4.1,3,5,0,Minor fixes required,Conditional,0,31
QA53933,CMP11132,2023-09-30,Pass,Pass,Pass,Pass,True,Pass,,60.0,2,0,0,Approved,Approved,3,53
QA53934,CMP14073,2025-10-03,Pass,Pass,Pass,Pass,True,Pass,,90.4,4,0,0,Approved,Approved,0,14
QA53935,CMP19829,2026-04-29,Pass,Pass,Pass,Pass,True,Fail,,35.4,3,0,0,Approved,Conditional,1,72
QA53936,CMP16596,2024-04-03,Fail,Fail,Fail,Fail,True,Warning,Interest rate not compliant,9.7,4,4,0,Needs revision,Rejected,2,33
QA53937,CMP15086,2023-05-06,Pass,Pass,Pass,Pass,False,Pass,,77.6,3,0,0,Approved,Approved,2,14
QA53938,CMP14436,2025-11-08,Pass,Pass,Pass,Pass,True,Pass,,76.6,4,0,0,Approved,Approved,3,39
QA53939,CMP18935,2024-09-25,Pass,Pass,Pass,Pass,False,Pass,,72.3,2,0,0,Approved,Approved,3,56
QA53940,CMP10872,2024-09-27,Pass,Pass,Pass,Pass,True,Pass,,79.0,2,0,0,Approved,Approved,0,6
QA53941,CMP19174,2023-05-18,Pass,Pass,Pass,Pass,True,Pass,,83.7,3,0,0,Approved,Approved,1,7
QA53942,CMP10228,2025-03-05,Warning,Fail,Warning,Warning,True,Fail,Aggressive wording detected,9.3,4,4,0,Minor fixes required,Conditional,2,34
QA53943,CMP12393,2024-04-10,Pass,Pass,Pass,Pass,True,Pass,,65.4,5,0,0,Approved,Approved,1,44
QA53944,CMP12807,2024-11-02,Pass,Pass,Pass,Pass,True,Pass,,56.1,5,0,0,Approved,Approved,2,42
QA53945,CMP13396,2023-11-27,Pass,Pass,Pass,Pass,True,Pass,,70.7,3,0,0,Approved,Approved,3,71
QA53946,CMP16069,2025-08-09,Pass,Pass,Pass,Pass,True,Warning,,39.2,5,0,0,Approved,Conditional,3,11
QA53947,CMP15405,2026-01-18,Pass,Pass,Pass,Pass,True,Pass,,76.2,3,0,0,Approved,Approved,3,64
QA53948,CMP12258,2026-04-05,Pass,Pass,Pass,Pass,False,Pass,,57.5,2,0,0,Approved,Approved,0,4
QA53949,CMP15549,2024-06-17,Fail,Warning,Fail,Fail,True,Fail,Disclaimer missing,16.7,3,2,1,Needs revision,Rejected,0,18
QA53950,CMP19712,2023-01-16,Pass,Pass,Pass,Pass,True,Warning,,36.7,5,0,0,Approved,Conditional,2,57
QA53951,CMP15183,2024-08-01,Pass,Pass,Pass,Pass,False,Pass,,55.3,2,0,0,Approved,Approved,3,70
QA53952,CMP15859,2025-05-13,Pass,Pass,Pass,Pass,True,Pass,,42.6,4,0,0,Approved,Conditional,1,70
QA53953,CMP14757,2023-11-26,Fail,Warning,Warning,Warning,True,Fail,Product name variation,19.8,5,0,0,Minor fixes required,Conditional,3,49
QA53954,CMP14546,2025-12-05,Fail,Warning,Warning,Fail,True,Warning,Terms and conditions unclear,7.3,3,1,0,Minor fixes required,Conditional,1,64
QA53955,CMP14906,2023-08-11,Fail,Warning,Warning,Pass,False,Warning,Font/formatting issues,20.2,4,4,0,Minor fixes required,Conditional,0,6
QA53956,CMP17468,2025-10-08,Pass,Pass,Pass,Pass,True,Pass,,41.2,4,0,0,Approved,Conditional,2,63
QA53957,CMP15023,2025-04-06,Pass,Pass,Pass,Pass,True,Pass,,63.4,2,0,0,Approved,Approved,1,71
QA53958,CMP19426,2025-02-02,Warning,Fail,Fail,Pass,True,Fail,Regulatory language missing,23.8,3,3,2,Needs revision,Rejected,2,53
QA53959,CMP18808,2023-11-19,Pass,Pass,Warning,Pass,True,Warning,Interest rate not compliant,34.0,3,5,0,Minor fixes required,Conditional,2,64
QA53960,CMP11969,2023-02-03,Fail,Warning,Warning,Pass,True,Fail,Aggressive wording detected,20.8,4,4,0,Minor fixes required,Conditional,2,36
QA53961,CMP13640,2024-09-30,Pass,Pass,Warning,Pass,False,Fail,Disclaimer missing,32.7,5,0,0,Minor fixes required,Conditional,2,27
QA53962,CMP12071,2025-03-15,Pass,Pass,Pass,Pass,True,Pass,,54.8,4,0,0,Approved,Approved,1,49
QA53963,CMP10426,2024-10-21,Pass,Pass,Fail,Pass,True,Warning,Brand guidelines violation,30.7,4,5,1,Needs revision,Rejected,2,70
QA53964,CMP12440,2024-05-02,Pass,Pass,Fail,Pass,True,Fail,Offer amount inconsistent,33.5,2,0,2,Needs revision,Rejected,2,67
QA53965,CMP12160,2024-12-22,Pass,Pass,Pass,Pass,True,Pass,,51.4,2,0,0,Approved,Approved,0,56
QA53966,CMP10041,2023-10-14,Pass,Pass,Pass,Pass,True,Pass,,80.8,5,0,0,Approved,Approved,1,8
QA53967,CMP10451,2024-10-04,Pass,Pass,Pass,Pass,False,Pass,,83.4,2,0,0,Approved,Approved,0,72
QA53968,CMP13870,2024-06-20,Pass,Pass,Pass,Pass,True,Pass,,60.3,5,0,0,Approved,Approved,0,9
QA53969,CMP10988,2025-09-12,Pass,Pass,Pass,Pass,True,Fail,,36.4,5,0,0,Approved,Conditional,0,33
QA53970,CMP18223,2023-01-06,Pass,Pass,Pass,Pass,True,Pass,,98.0,3,0,0,Approved,Approved,3,21
QA53971,CMP15550,2025-11-30,Pass,Pass,Pass,Pass,False,Pass,,72.2,2,0,0,Approved,Approved,0,32
QA53972,CMP12022,2023-06-24,Pass,Pass,Pass,Pass,True,Pass,,53.1,3,0,0,Approved,Approved,3,4
QA53973,CMP16097,2026-02-10,Pass,Pass,Pass,Pass,True,Warning,,38.5,3,0,0,Approved,Conditional,1,21
QA53974,CMP13855,2025-04-13,Warning,Warning,Warning,Fail,True,Fail,CTA differs across channels,17.3,3,4,0,Minor fixes required,Conditional,3,24
QA53975,CMP18145,2023-09-30,Warning,Warning,Warning,Fail,True,Warning,Offer amount inconsistent,16.0,4,2,0,Minor fixes required,Conditional,0,30
QA53976,CMP19509,2023-01-13,Fail,Fail,Warning,Warning,True,Fail,Interest rate not compliant,17.5,4,3,0,Minor fixes required,Conditional,0,35
QA53977,CMP10448,2025-03-29,Fail,Pass,Warning,Pass,True,Fail,Aggressive wording detected,26.1,4,5,0,Minor fixes required,Conditional,0,45
QA53978,CMP13053,2024-01-04,Warning,Pass,Fail,Pass,False,Warning,Offer amount inconsistent,25.9,2,4,2,Needs revision,Rejected,1,43
QA53979,CMP15724,2025-12-05,Pass,Pass,Pass,Pass,False,Pass,,73.2,3,0,0,Approved,Approved,1,33
QA53980,CMP15983,2024-06-07,Pass,Pass,Pass,Pass,True,Pass,,55.3,3,0,0,Approved,Approved,1,11
QA53981,CMP11960,2023-09-07,Warning,Warning,Warning,Fail,True,Fail,Contact information different,16.9,2,5,0,Minor fixes required,Conditional,3,68
QA53982,CMP18035,2024-08-22,Pass,Pass,Pass,Pass,True,Pass,,62.5,4,0,0,Approved,Approved,0,66
QA53983,CMP13453,2024-12-24,Pass,Pass,Pass,Pass,True,Pass,,54.0,3,0,0,Approved,Approved,1,9
QA53984,CMP18610,2024-10-30,Warning,Warning,Warning,Pass,True,Warning,Regulatory language missing,20.1,4,3,0,Minor fixes required,Conditional,1,68
QA53985,CMP11104,2025-05-07,Pass,Pass,Pass,Pass,False,Pass,,94.4,3,0,0,Approved,Approved,1,36
QA53986,CMP15062,2026-03-18,Pass,Pass,Pass,Pass,True,Pass,,84.0,4,0,0,Approved,Approved,1,38
QA53987,CMP15549,2023-11-11,Pass,Pass,Pass,Pass,False,Pass,,82.0,2,0,0,Approved,Approved,3,59
QA53988,CMP10487,2024-05-12,Fail,Pass,Fail,Pass,True,Warning,Regulatory language missing,29.1,4,3,0,Needs revision,Rejected,1,24
QA53989,CMP14823,2025-03-02,Pass,Pass,Pass,Pass,True,Pass,,51.6,2,0,0,Approved,Approved,1,6
QA53990,CMP19436,2025-06-25,Pass,Pass,Pass,Pass,True,Pass,,90.9,5,0,0,Approved,Approved,0,64
QA53991,CMP13710,2025-10-25,Pass,Pass,Pass,Pass,True,Pass,,45.3,5,0,0,Approved,Conditional,0,5
QA53992,CMP15409,2023-10-16,Warning,Warning,Fail,Warning,True,Warning,CTA differs across channels,6.8,3,1,0,Needs revision,Rejected,1,4
QA53993,CMP15857,2026-01-12,Pass,Pass,Pass,Pass,True,Warning,,36.5,4,0,0,Approved,Conditional,1,28
QA53994,CMP14355,2023-04-05,Pass,Pass,Pass,Pass,True,Pass,,49.8,3,0,0,Approved,Conditional,0,54
QA53995,CMP14037,2024-04-18,Pass,Pass,Pass,Pass,True,Pass,,83.7,3,0,0,Approved,Approved,0,17
QA53996,CMP17170,2025-06-18,Pass,Pass,Pass,Pass,True,Pass,,80.9,4,0,0,Approved,Approved,3,17
QA53997,CMP11870,2026-02-20,Pass,Pass,Warning,Pass,True,Warning,Aggressive wording detected,33.0,2,5,0,Minor fixes required,Conditional,1,9
QA53998,CMP18928,2024-05-06,Warning,Warning,Fail,Pass,True,Fail,Regulatory language missing,21.6,2,5,0,Needs revision,Rejected,0,48
QA53999,CMP16207,2024-07-23,Warning,Fail,Fail,Fail,True,Warning,Regulatory language missing,0.4,3,0,0,Needs revision,Rejected,3,46
QA54000,CMP17398,2023-05-17,Warning,Pass,Fail,Pass,True,Fail,Terms and conditions unclear,28.5,5,1,0,Needs revision,Rejected,2,65
QA54001,CMP15882,2023-09-22,Fail,Warning,Fail,Pass,True,Warning,Product name variation,24.1,4,5,0,Needs revision,Rejected,1,12
QA54002,CMP15880,2025-07-05,Pass,Pass,Pass,Pass,True,Pass,,76.2,5,0,0,Approved,Approved,1,42
QA54003,CMP13758,2024-02-24,Pass,Pass,Pass,Pass,True,Pass,,61.6,5,0,0,Approved,Approved,0,55
QA54004,CMP10923,2025-12-12,Pass,Pass,Pass,Pass,True,Pass,,99.9,5,0,0,Approved,Approved,0,61
QA54005,CMP10843,2024-02-05,Warning,Fail,Fail,Fail,False,Warning,CTA differs across channels,10.0,2,5,1,Needs revision,Rejected,3,68
QA54006,CMP11944,2023-08-25,Pass,Pass,Pass,Pass,True,Pass,,49.1,5,0,0,Approved,Conditional,3,36
QA54007,CMP18610,2026-02-02,Pass,Pass,Pass,Pass,True,Pass,,60.8,5,0,0,Approved,Approved,3,5
QA54008,CMP18230,2023-08-09,Warning,Warning,Fail,Fail,True,Fail,Offer amount inconsistent,18.1,5,2,0,Needs revision,Rejected,3,59
QA54009,CMP18659,2026-04-11,Pass,Pass,Pass,Pass,False,Pass,,52.8,3,0,0,Approved,Approved,0,8
QA54010,CMP18470,2025-06-16,Pass,Pass,Pass,Pass,False,Pass,,66.6,3,0,0,Approved,Approved,3,21
QA54011,CMP12451,2024-08-15,Pass,Pass,Pass,Pass,False,Pass,,50.9,5,0,0,Approved,Approved,3,40
QA54012,CMP16425,2024-10-09,Fail,Pass,Fail,Pass,True,Fail,Offer amount inconsistent,25.1,4,5,1,Needs revision,Rejected,3,45
QA54013,CMP17191,2024-10-08,Pass,Pass,Pass,Pass,True,Pass,,74.2,2,0,0,Approved,Approved,2,4
QA54014,CMP18584,2023-07-03,Pass,Pass,Pass,Pass,True,Pass,,91.9,2,0,0,Approved,Approved,0,27
QA54015,CMP19680,2024-11-27,Pass,Pass,Pass,Pass,True,Pass,,72.3,3,0,0,Approved,Approved,0,7
QA54016,CMP18778,2024-03-27,Pass,Pass,Pass,Pass,True,Pass,,52.6,5,0,0,Approved,Approved,2,46
QA54017,CMP13364,2023-10-15,Pass,Pass,Fail,Pass,True,Fail,Expiry date mismatch,32.4,2,4,2,Needs revision,Rejected,2,56
QA54018,CMP14116,2025-03-26,Fail,Warning,Fail,Warning,True,Fail,Font/formatting issues,7.3,2,1,2,Needs revision,Rejected,0,20
QA54019,CMP11042,2024-06-05,Fail,Warning,Fail,Fail,False,Fail,Aggressive wording detected,16.8,5,1,0,Needs revision,Rejected,0,61
QA54020,CMP12114,2026-02-27,Warning,Fail,Fail,Warning,True,Warning,Offer amount inconsistent,1.0,3,4,2,Needs revision,Rejected,2,52
QA54021,CMP14467,2024-02-10,Pass,Pass,Pass,Pass,True,Warning,,39.7,3,0,0,Approved,Conditional,1,12
QA54022,CMP15913,2024-01-01,Pass,Pass,Pass,Pass,True,Pass,,53.2,3,0,0,Approved,Approved,2,11
QA54023,CMP14497,2023-11-26,Warning,Fail,Warning,Warning,True,Warning,Font/formatting issues,6.1,4,0,0,Minor fixes required,Conditional,0,58
QA54024,CMP14549,2025-04-10,Fail,Fail,Fail,Fail,True,Fail,Disclaimer missing,16.1,3,2,1,Needs revision,Rejected,2,41
QA54025,CMP12972,2024-05-18,Pass,Pass,Pass,Pass,True,Pass,,76.6,4,0,0,Approved,Approved,1,56
QA54026,CMP15238,2025-03-29,Pass,Pass,Pass,Pass,True,Pass,,47.2,5,0,0,Approved,Conditional,3,72
QA54027,CMP14788,2026-04-06,Pass,Pass,Pass,Pass,True,Pass,,94.2,5,0,0,Approved,Approved,1,52
QA54028,CMP14125,2026-03-02,Fail,Warning,Fail,Pass,True,Fail,Product name variation,21.0,5,2,0,Needs revision,Rejected,2,44
QA54029,CMP17833,2023-08-20,Pass,Pass,Pass,Pass,True,Pass,,76.2,4,0,0,Approved,Approved,0,25
QA54030,CMP18842,2025-08-03,Pass,Pass,Pass,Pass,False,Pass,,88.6,4,0,0,Approved,Approved,0,14
QA54031,CMP11970,2026-01-03,Pass,Pass,Pass,Pass,True,Pass,,57.2,4,0,0,Approved,Approved,1,31
QA54032,CMP19535,2025-12-31,Pass,Pass,Pass,Pass,False,Pass,,75.6,3,0,0,Approved,Approved,1,57
QA54033,CMP12719,2023-02-16,Pass,Pass,Pass,Pass,False,Pass,,61.5,3,0,0,Approved,Approved,3,36
QA54034,CMP14997,2024-11-09,Warning,Warning,Fail,Fail,False,Warning,Expiry date mismatch,12.4,5,5,2,Needs revision,Rejected,0,71
QA54035,CMP19590,2025-05-25,Fail,Fail,Warning,Pass,True,Fail,Disclaimer missing,23.7,2,4,0,Minor fixes required,Conditional,1,45
QA54036,CMP18208,2023-05-03,Pass,Pass,Warning,Pass,True,Warning,Terms and conditions unclear,33.5,2,4,0,Minor fixes required,Conditional,0,57
QA54037,CMP14793,2025-10-18,Pass,Pass,Pass,Pass,True,Pass,,58.9,2,0,0,Approved,Approved,1,55
QA54038,CMP17025,2023-09-07,Warning,Warning,Warning,Warning,True,Fail,Regulatory language missing,5.9,4,0,0,Minor fixes required,Conditional,3,17
QA54039,CMP18903,2023-12-21,Pass,Pass,Pass,Pass,True,Pass,,61.4,2,0,0,Approved,Approved,2,27
QA54040,CMP17070,2025-01-05,Pass,Pass,Pass,Pass,True,Pass,,77.0,3,0,0,Approved,Approved,3,6
QA54041,CMP14257,2023-07-08,Fail,Warning,Warning,Fail,True,Fail,Terms and conditions unclear,18.1,2,1,0,Minor fixes required,Conditional,1,64
QA54042,CMP14676,2025-09-19,Pass,Pass,Pass,Pass,True,Pass,,41.8,3,0,0,Approved,Conditional,2,35
QA54043,CMP14026,2023-09-12,Pass,Pass,Pass,Pass,False,Pass,,58.8,2,0,0,Approved,Approved,2,72
QA54044,CMP13825,2023-11-07,Fail,Pass,Fail,Pass,True,Fail,Font/formatting issues,28.4,2,5,0,Needs revision,Rejected,1,25
QA54045,CMP14810,2024-06-22,Pass,Pass,Pass,Pass,True,Pass,,69.5,4,0,0,Approved,Approved,1,26
QA54046,CMP13659,2024-09-10,Pass,Pass,Pass,Pass,True,Pass,,73.0,4,0,0,Approved,Approved,1,27
QA54047,CMP12504,2023-07-09,Fail,Fail,Fail,Fail,True,Warning,Contact information different,0.6,4,1,0,Needs revision,Rejected,2,29
QA54048,CMP14316,2023-12-28,Warning,Warning,Warning,Pass,True,Warning,Expiry date mismatch,20.5,3,5,0,Minor fixes required,Conditional,2,9
QA54049,CMP13967,2024-06-29,Fail,Warning,Fail,Pass,True,Warning,Expiry date mismatch,24.7,2,1,1,Needs revision,Rejected,0,44
QA54050,CMP19591,2024-06-15,Pass,Pass,Pass,Pass,True,Pass,,79.3,4,0,0,Approved,Approved,3,13
QA54051,CMP16416,2023-01-17,Pass,Pass,Pass,Pass,True,Pass,,60.7,2,0,0,Approved,Approved,2,20
QA54052,CMP13245,2025-07-04,Pass,Pass,Pass,Pass,True,Pass,,83.6,2,0,0,Approved,Approved,3,53
QA54053,CMP13337,2024-06-19,Pass,Pass,Pass,Pass,True,Pass,,43.5,4,0,0,Approved,Conditional,1,52
QA54054,CMP11716,2025-10-21,Pass,Pass,Pass,Pass,True,Pass,,57.5,5,0,0,Approved,Approved,2,46
QA54055,CMP18981,2023-08-10,Pass,Pass,Pass,Pass,True,Pass,,51.0,4,0,0,Approved,Approved,1,17
QA54056,CMP13748,2026-04-30,Pass,Pass,Pass,Pass,True,Pass,,57.4,2,0,0,Approved,Approved,3,22
QA54057,CMP19569,2024-10-28,Pass,Pass,Pass,Pass,True,Fail,,39.5,2,0,0,Approved,Conditional,2,50
QA54058,CMP10532,2025-05-12,Pass,Pass,Fail,Pass,True,Fail,Interest rate not compliant,34.7,5,0,1,Needs revision,Rejected,0,38
QA54059,CMP17607,2023-10-18,Pass,Pass,Pass,Pass,True,Pass,,80.2,2,0,0,Approved,Approved,2,20
QA54060,CMP17784,2023-09-02,Warning,Fail,Fail,Warning,True,Fail,Font/formatting issues,1.5,3,4,1,Needs revision,Rejected,3,2
QA54061,CMP15851,2023-08-31,Pass,Pass,Pass,Pass,True,Pass,,71.1,5,0,0,Approved,Approved,1,10
QA54062,CMP12454,2023-11-11,Warning,Warning,Warning,Fail,True,Fail,Aggressive wording detected,5.9,4,3,0,Minor fixes required,Conditional,2,21
QA54063,CMP13108,2023-12-08,Pass,Pass,Pass,Pass,True,Pass,,95.8,2,0,0,Approved,Approved,3,54
QA54064,CMP16687,2025-02-02,Pass,Pass,Warning,Pass,True,Warning,Interest rate not compliant,32.4,5,1,0,Minor fixes required,Conditional,2,42
QA54065,CMP11418,2024-09-14,Pass,Pass,Pass,Pass,True,Fail,,39.5,4,0,0,Approved,Conditional,0,61
QA54066,CMP13500,2023-06-08,Pass,Pass,Pass,Pass,True,Pass,,67.7,3,0,0,Approved,Approved,2,61
QA54067,CMP16087,2025-03-02,Fail,Fail,Warning,Fail,False,Fail,Expiry date mismatch,0.4,2,4,0,Minor fixes required,Conditional,1,57
QA54068,CMP17462,2025-07-30,Warning,Warning,Fail,Warning,True,Warning,Expiry date mismatch,15.4,3,2,1,Needs revision,Rejected,0,11
QA54069,CMP13502,2023-08-05,Pass,Pass,Pass,Pass,False,Pass,,45.8,2,0,0,Approved,Conditional,3,26
QA54070,CMP19453,2026-01-19,Pass,Pass,Pass,Pass,True,Pass,,60.9,3,0,0,Approved,Approved,1,16
QA54071,CMP13682,2023-01-25,Pass,Pass,Pass,Pass,True,Pass,,96.8,2,0,0,Approved,Approved,3,29
QA54072,CMP11801,2023-12-11,Warning,Fail,Fail,Fail,True,Fail,Terms and conditions unclear,2.8,4,2,1,Needs revision,Rejected,3,24
QA54073,CMP16194,2025-05-04,Pass,Pass,Pass,Pass,True,Pass,,73.4,4,0,0,Approved,Approved,1,20
QA54074,CMP17039,2024-10-09,Pass,Pass,Pass,Pass,False,Pass,,58.2,4,0,0,Approved,Approved,3,44
QA54075,CMP17483,2025-04-08,Warning,Fail,Fail,Fail,True,Warning,Offer amount inconsistent,14.8,4,0,2,Needs revision,Rejected,0,9
QA54076,CMP15459,2023-01-11,Pass,Pass,Pass,Pass,True,Pass,,94.0,4,0,0,Approved,Approved,0,8
QA54077,CMP17562,2024-09-06,Pass,Pass,Pass,Pass,True,Pass,,44.4,5,0,0,Approved,Conditional,3,41
QA54078,CMP11414,2024-03-17,Pass,Pass,Pass,Pass,False,Pass,,87.7,5,0,0,Approved,Approved,1,56
QA54079,CMP16603,2025-04-18,Pass,Pass,Pass,Pass,False,Pass,,56.9,2,0,0,Approved,Approved,1,38
QA54080,CMP19603,2024-04-03,Pass,Pass,Pass,Pass,True,Pass,,46.0,5,0,0,Approved,Conditional,3,18
QA54081,CMP17453,2025-07-02,Pass,Pass,Pass,Pass,True,Pass,,66.1,3,0,0,Approved,Approved,2,44
QA54082,CMP16724,2025-10-11,Fail,Pass,Fail,Pass,True,Warning,Offer amount inconsistent,29.2,4,1,0,Needs revision,Rejected,3,56
QA54083,CMP13713,2023-11-28,Pass,Pass,Pass,Pass,False,Pass,,93.8,2,0,0,Approved,Approved,1,61
QA54084,CMP13875,2026-01-27,Pass,Pass,Pass,Pass,False,Pass,,64.2,4,0,0,Approved,Approved,1,7
